Query,MLSR_ID,Change_in_Requirements
I need a requirement for secure Develop feature in system to protect authenticators for users.,MLSR049_1009,"MLSR049_1009: manage information system authenticators such as  passwords, tokens, biometrics and PKI certificates by verifying identity of individual, group, role, or device receiving authenticator
MLSR049_1011: implement administrative procedures for initial authenticator distribution, for lost/compromised authenticators, and for revoking authenticators
MLSR049_1040: prohibit use of cached authenticators
MLSR076_92: ensure passwords are not recorded where they are accessible or recognizable by any individual other than originator
MLSR076_93: prohibit use of same password for system and personal access
MLSR076_94: prohibit to use remember password feature
MLSR076_91: protect password from disclosure and maintain confidentiality
MLSR074_335: prohibit to display passwords on screen when being entered
MLSR074_506: use key lock or equivalent control(password) to secure computers or mobile devices
MLSR074_511: protect unattended computers and terminals using key locks, passwords, token or other controls
MLSR080_216: use passwords to limit requests for services and functions to authorized users
MLSR080_759: have login password mechanism if embedded device has user interface
MLSR049_1014: protect authenticator content from unauthorized disclosure
MLSR049_1026: protect authenticators commensurate with security category of information to which use of authenticator permits access

"
Show me requirements that comply with Develop feature in system to protect authenticators for users.,MLSR049_1009,"MLSR049_1009: manage information system authenticators such as  passwords, tokens, biometrics and PKI certificates by verifying identity of individual, group, role, or device receiving authenticator
MLSR049_1011: implement administrative procedures for initial authenticator distribution, for lost/compromised authenticators, and for revoking authenticators
MLSR049_1040: prohibit use of cached authenticators
MLSR076_92: ensure passwords are not recorded where they are accessible or recognizable by any individual other than originator
MLSR076_93: prohibit use of same password for system and personal access
MLSR076_94: prohibit to use remember password feature
MLSR076_91: protect password from disclosure and maintain confidentiality
MLSR074_335: prohibit to display passwords on screen when being entered
MLSR074_506: use key lock or equivalent control(password) to secure computers or mobile devices
MLSR074_511: protect unattended computers and terminals using key locks, passwords, token or other controls
MLSR080_216: use passwords to limit requests for services and functions to authorized users
MLSR080_759: have login password mechanism if embedded device has user interface
MLSR049_1014: protect authenticator content from unauthorized disclosure
MLSR049_1026: protect authenticators commensurate with security category of information to which use of authenticator permits access

"
Fetch requirements mapped to Develop feature in system to protect authenticators for users.,MLSR049_1009,"MLSR049_1009: manage information system authenticators such as  passwords, tokens, biometrics and PKI certificates by verifying identity of individual, group, role, or device receiving authenticator
MLSR049_1011: implement administrative procedures for initial authenticator distribution, for lost/compromised authenticators, and for revoking authenticators
MLSR049_1040: prohibit use of cached authenticators
MLSR076_92: ensure passwords are not recorded where they are accessible or recognizable by any individual other than originator
MLSR076_93: prohibit use of same password for system and personal access
MLSR076_94: prohibit to use remember password feature
MLSR076_91: protect password from disclosure and maintain confidentiality
MLSR074_335: prohibit to display passwords on screen when being entered
MLSR074_506: use key lock or equivalent control(password) to secure computers or mobile devices
MLSR074_511: protect unattended computers and terminals using key locks, passwords, token or other controls
MLSR080_216: use passwords to limit requests for services and functions to authorized users
MLSR080_759: have login password mechanism if embedded device has user interface
MLSR049_1014: protect authenticator content from unauthorized disclosure
MLSR049_1026: protect authenticators commensurate with security category of information to which use of authenticator permits access

"
Do we have any requirements for Develop change password/authenticator feature in system for user accounts compliance?,MLSR079_1057,"MLSR049_1015: change authenticators for group/role accounts when account membership changes
MLSR079_1057: enforce to change password after a specified number of days
MLSR079_1018: establish alternate identification process for lost credentials or forgotten password
MLSR076_97: provide guidelines to reset password and distribute to authorized users in a secure manner
MLSR074_330: allow users to select and change their own passwords
MLSR074_333: enforce regular password changes and as needed
MLSR302_372: provide clear, meaningful and actionable feedback when chosen passwords are rejected
MLSR307_217: change user passwords/ passphrases at least once every 90 days
"
Show me security requirements for Develop change password/authenticator feature in system for user accounts.,MLSR079_1057,"MLSR049_1015: change authenticators for group/role accounts when account membership changes
MLSR079_1057: enforce to change password after a specified number of days
MLSR079_1018: establish alternate identification process for lost credentials or forgotten password
MLSR076_97: provide guidelines to reset password and distribute to authorized users in a secure manner
MLSR074_330: allow users to select and change their own passwords
MLSR074_333: enforce regular password changes and as needed
MLSR302_372: provide clear, meaningful and actionable feedback when chosen passwords are rejected
MLSR307_217: change user passwords/ passphrases at least once every 90 days
"
Give me requirements related to Develop change password/authenticator feature in system for user accounts.,MLSR079_1057,"MLSR049_1015: change authenticators for group/role accounts when account membership changes
MLSR079_1057: enforce to change password after a specified number of days
MLSR079_1018: establish alternate identification process for lost credentials or forgotten password
MLSR076_97: provide guidelines to reset password and distribute to authorized users in a secure manner
MLSR074_330: allow users to select and change their own passwords
MLSR074_333: enforce regular password changes and as needed
MLSR302_372: provide clear, meaningful and actionable feedback when chosen passwords are rejected
MLSR307_217: change user passwords/ passphrases at least once every 90 days
"
I need a requirement for secure Develop feature to change default passwords for user accounts on first use.,MLSR079_298,"MLSR049_1012: change default content of authenticators prior to installation
MLSR079_298: change default passwords for access accounts before putting device into service
MLSR079_1013: ensure default passwords are changed upon setup
MLSR079_1023: enforce default passwords to be changed immediately
MLSR076_95: change default password for user accounts before system is moved to production
MLSR080_754: ensure to change vendor’s default passwords
MLSR310_25: prohibit to ship or deploy with any default credentials, particularly for admin user
MLSR307_221: set passwords for first-time use and upon reset to unique value for each user and then change immediately after first use"
Do we have any requirements for Develop feature to change default passwords for user accounts on first use compliance?,MLSR079_298,"MLSR049_1012: change default content of authenticators prior to installation
MLSR079_298: change default passwords for access accounts before putting device into service
MLSR079_1013: ensure default passwords are changed upon setup
MLSR079_1023: enforce default passwords to be changed immediately
MLSR076_95: change default password for user accounts before system is moved to production
MLSR080_754: ensure to change vendor’s default passwords
MLSR310_25: prohibit to ship or deploy with any default credentials, particularly for admin user
MLSR307_221: set passwords for first-time use and upon reset to unique value for each user and then change immediately after first use"
Show me requirements that comply with Develop feature to change default passwords for user accounts on first use.,MLSR079_298,"MLSR049_1012: change default content of authenticators prior to installation
MLSR079_298: change default passwords for access accounts before putting device into service
MLSR079_1013: ensure default passwords are changed upon setup
MLSR079_1023: enforce default passwords to be changed immediately
MLSR076_95: change default password for user accounts before system is moved to production
MLSR080_754: ensure to change vendor’s default passwords
MLSR310_25: prohibit to ship or deploy with any default credentials, particularly for admin user
MLSR307_221: set passwords for first-time use and upon reset to unique value for each user and then change immediately after first use"
What are the requirements for Develop feature in system to manage OTP authenticator?,MLSR302_109,"MLSR302_109: prohibit cloning of secret key onto multiple devices for single-factor OTP authenticators
MLSR302_111: ensure nonce is changed at least every 2 minutes if it is used to generate authenticator output based on real time clock
MLSR302_111: ensure OTP value associated with given nonce is accepted only once
MLSR302_116: ensure multi-factor OTP device generates OTPs after activation through additional authentication factor
MLSR302_117: ensure multi-factor OTP authenticators mandate input of additional factor through entry of either memorized secret or use of biometric to obtain OTP
MLSR302_119: prohibit cloning of secret key onto multiple devices for multi-factor OTP authenticators
MLSR302_122: ensure memorized secret used by multi-factor OTP authenticator for activation is a randomly-chosen numeric secret at least 6 decimal digits in length
MLSR302_123: ensure that biometric data derived from probe shall be zeroized immediately after OTP has been generated
MLSR302_231: ensure applicant identifies themselves in each new binding transaction by presenting a temporary secret  
MLSR302_235: ensure temporary secrets are not reused for in-person transactions
"
Do we have security requirements for Develop feature in system to manage OTP authenticator in place?,MLSR302_109,"MLSR302_109: prohibit cloning of secret key onto multiple devices for single-factor OTP authenticators
MLSR302_111: ensure nonce is changed at least every 2 minutes if it is used to generate authenticator output based on real time clock
MLSR302_111: ensure OTP value associated with given nonce is accepted only once
MLSR302_116: ensure multi-factor OTP device generates OTPs after activation through additional authentication factor
MLSR302_117: ensure multi-factor OTP authenticators mandate input of additional factor through entry of either memorized secret or use of biometric to obtain OTP
MLSR302_119: prohibit cloning of secret key onto multiple devices for multi-factor OTP authenticators
MLSR302_122: ensure memorized secret used by multi-factor OTP authenticator for activation is a randomly-chosen numeric secret at least 6 decimal digits in length
MLSR302_123: ensure that biometric data derived from probe shall be zeroized immediately after OTP has been generated
MLSR302_231: ensure applicant identifies themselves in each new binding transaction by presenting a temporary secret  
MLSR302_235: ensure temporary secrets are not reused for in-person transactions
"
Fetch requirements mapped to Develop feature in system to manage OTP authenticator.,MLSR302_109,"MLSR302_109: prohibit cloning of secret key onto multiple devices for single-factor OTP authenticators
MLSR302_111: ensure nonce is changed at least every 2 minutes if it is used to generate authenticator output based on real time clock
MLSR302_111: ensure OTP value associated with given nonce is accepted only once
MLSR302_116: ensure multi-factor OTP device generates OTPs after activation through additional authentication factor
MLSR302_117: ensure multi-factor OTP authenticators mandate input of additional factor through entry of either memorized secret or use of biometric to obtain OTP
MLSR302_119: prohibit cloning of secret key onto multiple devices for multi-factor OTP authenticators
MLSR302_122: ensure memorized secret used by multi-factor OTP authenticator for activation is a randomly-chosen numeric secret at least 6 decimal digits in length
MLSR302_123: ensure that biometric data derived from probe shall be zeroized immediately after OTP has been generated
MLSR302_231: ensure applicant identifies themselves in each new binding transaction by presenting a temporary secret  
MLSR302_235: ensure temporary secrets are not reused for in-person transactions
"
"Give me requirements related to Develop feature in system to establish lifetime, strength and complexity of memorized secrets .",MLSR302_56,"MLSR302_56: ensure memorized secrets are at least 8 characters in length if chosen by subscriber and at least 6 characters in length if chosen randomly
MLSR302_59:  ensure memorized secrets are generated using an approved random bit generator
MLSR302_61: compare prospective secrets against list that contains values known to be compromised when processing memorized secrets
MLSR302_62: ensure subscriber is advised to select a different secret, if chosen secret is found in list that contains values known to be compromised
MLSR302_63: implement password-strength meter to assist user in choosing strong memorized secret
MLSR302_65: prohibit to impose composition rules for memorized secrets such as consecutively repeated characters
MLSR302_67: use “paste” functionality when entering memorized secret while using password manager, in order to enforce strong secrets
MLSR302_75: use approved random bit generator to generate look-up secret authenticators and deliver authenticator securely to subscriber
MLSR302_75: ensure look-up secrets have at least 20 bits of entropy
MLSR302_77: ensure used secret is disposed of after successful authentication, if authenticator uses look-up secrets sequentially from a list
MLSR302_78: prompt claimant for next secret from their authenticator for look-up secrets and ensure given secret from authenticator is used successfully only once
MLSR302_102: accept authentication secret only once during validity period and consider it invalid, if authentication is not completed within specified duration for OOB authentication
MLSR302_371: prohibit to change memorized secrets arbitrarily unless there is user request or evidence of authenticator compromise
MLSR302_141: ensure memorized secret used by multi-factor cryptographic software authenticator for activation is randomly-chosen numeric value with at least 6 decimal digits in length
MLSR302_439: prohibit highly complex memorized secrets that are less likely to be memorable

"
"Show me security requirements for Develop feature in system to establish lifetime, strength and complexity of memorized secrets .",MLSR302_56,"MLSR302_56: ensure memorized secrets are at least 8 characters in length if chosen by subscriber and at least 6 characters in length if chosen randomly
MLSR302_59:  ensure memorized secrets are generated using an approved random bit generator
MLSR302_61: compare prospective secrets against list that contains values known to be compromised when processing memorized secrets
MLSR302_62: ensure subscriber is advised to select a different secret, if chosen secret is found in list that contains values known to be compromised
MLSR302_63: implement password-strength meter to assist user in choosing strong memorized secret
MLSR302_65: prohibit to impose composition rules for memorized secrets such as consecutively repeated characters
MLSR302_67: use “paste” functionality when entering memorized secret while using password manager, in order to enforce strong secrets
MLSR302_75: use approved random bit generator to generate look-up secret authenticators and deliver authenticator securely to subscriber
MLSR302_75: ensure look-up secrets have at least 20 bits of entropy
MLSR302_77: ensure used secret is disposed of after successful authentication, if authenticator uses look-up secrets sequentially from a list
MLSR302_78: prompt claimant for next secret from their authenticator for look-up secrets and ensure given secret from authenticator is used successfully only once
MLSR302_102: accept authentication secret only once during validity period and consider it invalid, if authentication is not completed within specified duration for OOB authentication
MLSR302_371: prohibit to change memorized secrets arbitrarily unless there is user request or evidence of authenticator compromise
MLSR302_141: ensure memorized secret used by multi-factor cryptographic software authenticator for activation is randomly-chosen numeric value with at least 6 decimal digits in length
MLSR302_439: prohibit highly complex memorized secrets that are less likely to be memorable

"
"I need a requirement for Develop feature in system to establish lifetime, strength and complexity of memorized secrets .",MLSR302_56,"MLSR302_56: ensure memorized secrets are at least 8 characters in length if chosen by subscriber and at least 6 characters in length if chosen randomly
MLSR302_59:  ensure memorized secrets are generated using an approved random bit generator
MLSR302_61: compare prospective secrets against list that contains values known to be compromised when processing memorized secrets
MLSR302_62: ensure subscriber is advised to select a different secret, if chosen secret is found in list that contains values known to be compromised
MLSR302_63: implement password-strength meter to assist user in choosing strong memorized secret
MLSR302_65: prohibit to impose composition rules for memorized secrets such as consecutively repeated characters
MLSR302_67: use “paste” functionality when entering memorized secret while using password manager, in order to enforce strong secrets
MLSR302_75: use approved random bit generator to generate look-up secret authenticators and deliver authenticator securely to subscriber
MLSR302_75: ensure look-up secrets have at least 20 bits of entropy
MLSR302_77: ensure used secret is disposed of after successful authentication, if authenticator uses look-up secrets sequentially from a list
MLSR302_78: prompt claimant for next secret from their authenticator for look-up secrets and ensure given secret from authenticator is used successfully only once
MLSR302_102: accept authentication secret only once during validity period and consider it invalid, if authentication is not completed within specified duration for OOB authentication
MLSR302_371: prohibit to change memorized secrets arbitrarily unless there is user request or evidence of authenticator compromise
MLSR302_141: ensure memorized secret used by multi-factor cryptographic software authenticator for activation is randomly-chosen numeric value with at least 6 decimal digits in length
MLSR302_439: prohibit highly complex memorized secrets that are less likely to be memorable

"
Show me requirements that comply with Develop feature in system to notify users on addition/change in authenticators.,MLSR302_241,"MLSR302_241: ensure CSP sends a notification to subscriber via a mechanism such as email, while binding a new authenticator
MLSR302_243: send notification of event to subscriber if an authenticator is lost
MLSR016_105: ensure all default credentials have mechanism for change upon first use after installation with a user notification"
I need a requirement for secure Develop feature in system to notify users on addition/change in authenticators.,MLSR302_241,"MLSR302_241: ensure CSP sends a notification to subscriber via a mechanism such as email, while binding a new authenticator
MLSR302_243: send notification of event to subscriber if an authenticator is lost
MLSR016_105: ensure all default credentials have mechanism for change upon first use after installation with a user notification"
Fetch requirements mapped to Develop feature in system to notify users on addition/change in authenticators.,MLSR302_241,"MLSR302_241: ensure CSP sends a notification to subscriber via a mechanism such as email, while binding a new authenticator
MLSR302_243: send notification of event to subscriber if an authenticator is lost
MLSR016_105: ensure all default credentials have mechanism for change upon first use after installation with a user notification"
"I need a requirement for Develop feature in system to establish lifetime, strength and complexity of authenticators for user accounts.",MLSR049_1010,"MLSR049_1010: ensure authenticators have sufficient strength of mechanism
MLSR049_1013: establish minimum and maximum lifetime restrictions and reuse conditions for authenticators
MLSR049_1022: employ tools to determine password strength in authenticators
MLSR049_1017: enforce minimum password complexity
MLSR049_1017: prohibit password reuse for defined number of generations
MLSR049_1024: enforce installer to provide unique authenticator prior to installation
MLSR049_1177: employ strong authenticators in the establishment of nonlocal maintenance and diagnostic sessions
MLSR079_1048: ensure strong account user ID and password practices on system and application accounts
MLSR079_1056: enforce robust long passwords that contain mix of alpha, numeric and special characters
MLSR076_90: use strong passwords with criteria such as length, characters, case sensitivity, re-use
MLSR050_119: enforce change of characters when new passwords are created
MLSR074_331: enforce a choice of quality passwords
MLSR074_334: maintain record of previously used passwords and prevent re-use
MLSR074_278: ensure temporary secret authentication information is unique to individual and is not guessable
MLSR080_220: validate password strength by validating its length and entropy
MLSR105_60: avoid use of passwords that are hardcoded, default, easily-guessed, easily compromised
MLSR016_99: ensure to maintain complexity, update frequency, strength or length for credentials
MLSR016_99: use minimum 6 characters length for password
MLSR302_221: maintain record of all authenticators associated with each identity and information required for throttling authentication attempts
MLSR302_433: ensure that passwords are complex enough that rate limiting does not occur after modest number of erroneous attempts
MLSR302_436: use composition rules to increase the difficulty of guessing user-chosen passwords
MLSR302_437: enforce complex passwords for users and prohibit using spaces
MLSR307_215: ensure passwords require minimum length of at least 7 characters and contain both numeric and alphabetic characters
MLSR307_219: prohibit individual to submit a new password/ passphrase that is same as any of  last four passwords/ passphrases used earlier

"
"I need a requirement for Develop feature in system to establish lifetime, strength and complexity of authenticators for user accounts.",MLSR049_1010,"MLSR049_1010: ensure authenticators have sufficient strength of mechanism
MLSR049_1013: establish minimum and maximum lifetime restrictions and reuse conditions for authenticators
MLSR049_1022: employ tools to determine password strength in authenticators
MLSR049_1017: enforce minimum password complexity
MLSR049_1017: prohibit password reuse for defined number of generations
MLSR049_1024: enforce installer to provide unique authenticator prior to installation
MLSR049_1177: employ strong authenticators in the establishment of nonlocal maintenance and diagnostic sessions
MLSR079_1048: ensure strong account user ID and password practices on system and application accounts
MLSR079_1056: enforce robust long passwords that contain mix of alpha, numeric and special characters
MLSR076_90: use strong passwords with criteria such as length, characters, case sensitivity, re-use
MLSR050_119: enforce change of characters when new passwords are created
MLSR074_331: enforce a choice of quality passwords
MLSR074_334: maintain record of previously used passwords and prevent re-use
MLSR074_278: ensure temporary secret authentication information is unique to individual and is not guessable
MLSR080_220: validate password strength by validating its length and entropy
MLSR105_60: avoid use of passwords that are hardcoded, default, easily-guessed, easily compromised
MLSR016_99: ensure to maintain complexity, update frequency, strength or length for credentials
MLSR016_99: use minimum 6 characters length for password
MLSR302_221: maintain record of all authenticators associated with each identity and information required for throttling authentication attempts
MLSR302_433: ensure that passwords are complex enough that rate limiting does not occur after modest number of erroneous attempts
MLSR302_436: use composition rules to increase the difficulty of guessing user-chosen passwords
MLSR302_437: enforce complex passwords for users and prohibit using spaces
MLSR307_215: ensure passwords require minimum length of at least 7 characters and contain both numeric and alphabetic characters
MLSR307_219: prohibit individual to submit a new password/ passphrase that is same as any of  last four passwords/ passphrases used earlier

"
"I need a requirement for Develop feature in system to establish lifetime, strength and complexity of authenticators for user accounts.",MLSR049_1010,"MLSR049_1010: ensure authenticators have sufficient strength of mechanism
MLSR049_1013: establish minimum and maximum lifetime restrictions and reuse conditions for authenticators
MLSR049_1022: employ tools to determine password strength in authenticators
MLSR049_1017: enforce minimum password complexity
MLSR049_1017: prohibit password reuse for defined number of generations
MLSR049_1024: enforce installer to provide unique authenticator prior to installation
MLSR049_1177: employ strong authenticators in the establishment of nonlocal maintenance and diagnostic sessions
MLSR079_1048: ensure strong account user ID and password practices on system and application accounts
MLSR079_1056: enforce robust long passwords that contain mix of alpha, numeric and special characters
MLSR076_90: use strong passwords with criteria such as length, characters, case sensitivity, re-use
MLSR050_119: enforce change of characters when new passwords are created
MLSR074_331: enforce a choice of quality passwords
MLSR074_334: maintain record of previously used passwords and prevent re-use
MLSR074_278: ensure temporary secret authentication information is unique to individual and is not guessable
MLSR080_220: validate password strength by validating its length and entropy
MLSR105_60: avoid use of passwords that are hardcoded, default, easily-guessed, easily compromised
MLSR016_99: ensure to maintain complexity, update frequency, strength or length for credentials
MLSR016_99: use minimum 6 characters length for password
MLSR302_221: maintain record of all authenticators associated with each identity and information required for throttling authentication attempts
MLSR302_433: ensure that passwords are complex enough that rate limiting does not occur after modest number of erroneous attempts
MLSR302_436: use composition rules to increase the difficulty of guessing user-chosen passwords
MLSR302_437: enforce complex passwords for users and prohibit using spaces
MLSR307_215: ensure passwords require minimum length of at least 7 characters and contain both numeric and alphabetic characters
MLSR307_219: prohibit individual to submit a new password/ passphrase that is same as any of  last four passwords/ passphrases used earlier

"
I need a requirement for secure Develop feature in system to verify personal identity verification credentials for users.,MLSR049_976,"MLSR049_976: accept and electronically verify Personal Identity Verification (PIV) credentials
MLSR049_1032: coordinate cross-organization management of credentials
MLSR049_1057: accept only Federal Identity, Credential, and Access Management (FICAM) approved credentials
MLSR049_1063: accept and electronically verify Personal Identity Verification - Interoperable (PIV-I) credentials
MLSR302_234: ensure applicant identifies themselves in person by either using a secret or through use of biometric
MLSR302_236: ensure long-term authenticator secrets during physical transaction, are loaded locally onto physical device and issued in person to applicant
MLSR302_242: repeat identity proofing process if a subscriber loses all authenticators of a factor necessary to complete multi-factor authentication
MLSR307_214: verify user identity before modifying any authentication credential such as password resets
MLSR050_113: authenticate or verify identities of users, processes, or devices, before allowing access to systems
MLSR219_109: implement procedures to verify person or entity seeking access to ePHI is one claimed"
I need a requirement for Develop feature in system to verify personal identity verification credentials for users.,MLSR049_976,"MLSR049_976: accept and electronically verify Personal Identity Verification (PIV) credentials
MLSR049_1032: coordinate cross-organization management of credentials
MLSR049_1057: accept only Federal Identity, Credential, and Access Management (FICAM) approved credentials
MLSR049_1063: accept and electronically verify Personal Identity Verification - Interoperable (PIV-I) credentials
MLSR302_234: ensure applicant identifies themselves in person by either using a secret or through use of biometric
MLSR302_236: ensure long-term authenticator secrets during physical transaction, are loaded locally onto physical device and issued in person to applicant
MLSR302_242: repeat identity proofing process if a subscriber loses all authenticators of a factor necessary to complete multi-factor authentication
MLSR307_214: verify user identity before modifying any authentication credential such as password resets
MLSR050_113: authenticate or verify identities of users, processes, or devices, before allowing access to systems
MLSR219_109: implement procedures to verify person or entity seeking access to ePHI is one claimed"
Fetch requirements mapped to Develop feature in system to verify personal identity verification credentials for users.,MLSR049_976,"MLSR049_976: accept and electronically verify Personal Identity Verification (PIV) credentials
MLSR049_1032: coordinate cross-organization management of credentials
MLSR049_1057: accept only Federal Identity, Credential, and Access Management (FICAM) approved credentials
MLSR049_1063: accept and electronically verify Personal Identity Verification - Interoperable (PIV-I) credentials
MLSR302_234: ensure applicant identifies themselves in person by either using a secret or through use of biometric
MLSR302_236: ensure long-term authenticator secrets during physical transaction, are loaded locally onto physical device and issued in person to applicant
MLSR302_242: repeat identity proofing process if a subscriber loses all authenticators of a factor necessary to complete multi-factor authentication
MLSR307_214: verify user identity before modifying any authentication credential such as password resets
MLSR050_113: authenticate or verify identities of users, processes, or devices, before allowing access to systems
MLSR219_109: implement procedures to verify person or entity seeking access to ePHI is one claimed"
I need a requirement for secure Develop feature in system to verify and review user identities during registration.,MLSR049_1002,"MLSR049_998:  ensure multiple forms of certification of individual identification are presented to registration authority
MLSR049_1002: validate identities and related credentials through pre-established trust relationships and authorities
MLSR049_1006: conduct registration procedures in person before registration authority to receive individual identifier
MLSR049_1021: conduct registration procedures in person before registration authority to receive specific authenticator
MLSR065_100: verify identity of user accounts at registration and provision identities using different levels of identity checks
MLSR074_259: implement formal user registration and de-registration process to enable assignment of access rights
MLSR037_297: ensure authentication level required of claimed identity is consistent with level(s) of access provided after registration process
MLSR037_298: periodically review user registration detail
MLSR302_225: ensure authenticators are bound to subscriber accounts at enrollment, enabling access to personal data
"
Show me requirements that comply with Develop feature in system to verify and review user identities during registration.,MLSR049_1002,"MLSR049_998:  ensure multiple forms of certification of individual identification are presented to registration authority
MLSR049_1002: validate identities and related credentials through pre-established trust relationships and authorities
MLSR049_1006: conduct registration procedures in person before registration authority to receive individual identifier
MLSR049_1021: conduct registration procedures in person before registration authority to receive specific authenticator
MLSR065_100: verify identity of user accounts at registration and provision identities using different levels of identity checks
MLSR074_259: implement formal user registration and de-registration process to enable assignment of access rights
MLSR037_297: ensure authentication level required of claimed identity is consistent with level(s) of access provided after registration process
MLSR037_298: periodically review user registration detail
MLSR302_225: ensure authenticators are bound to subscriber accounts at enrollment, enabling access to personal data
"
Do we have security requirements for Develop feature in system to verify and review user identities during registration in place?,MLSR049_1002,"MLSR049_998:  ensure multiple forms of certification of individual identification are presented to registration authority
MLSR049_1002: validate identities and related credentials through pre-established trust relationships and authorities
MLSR049_1006: conduct registration procedures in person before registration authority to receive individual identifier
MLSR049_1021: conduct registration procedures in person before registration authority to receive specific authenticator
MLSR065_100: verify identity of user accounts at registration and provision identities using different levels of identity checks
MLSR074_259: implement formal user registration and de-registration process to enable assignment of access rights
MLSR037_297: ensure authentication level required of claimed identity is consistent with level(s) of access provided after registration process
MLSR037_298: periodically review user registration detail
MLSR302_225: ensure authenticators are bound to subscriber accounts at enrollment, enabling access to personal data
"
Show me requirements that comply with Develop feature in system to logout user for protecting user session from unauthorized use.,MLSR049_176,"MLSR049_176: logout users after a period of time
MLSR049_337: provide logout for user-initiated communication sessions
MLSR049_338: display explicit logout message after termination of user session
MLSR076_106: logout user after defined period of inactivity
MLSR302_272: ensure secrets used for session binding are erased or invalidated by session subject when subscriber logs out
MLSR302_273: ensure secrets used for session binding are erased on subscriber endpoint when user logs out or when secret has expired
MLSR049_1899: invalidate session identifiers upon user logout
MLSR203_83: ensure automatic logoff is implemented in case user forgot to logout
MLSR074_505: log-off from applications or network services when no longer needed 
 "
Give me requirements related to Develop feature in system to logout user for protecting user session from unauthorized use.,MLSR049_176,"MLSR049_176: logout users after a period of time
MLSR049_337: provide logout for user-initiated communication sessions
MLSR049_338: display explicit logout message after termination of user session
MLSR076_106: logout user after defined period of inactivity
MLSR302_272: ensure secrets used for session binding are erased or invalidated by session subject when subscriber logs out
MLSR302_273: ensure secrets used for session binding are erased on subscriber endpoint when user logs out or when secret has expired
MLSR049_1899: invalidate session identifiers upon user logout
MLSR203_83: ensure automatic logoff is implemented in case user forgot to logout
MLSR074_505: log-off from applications or network services when no longer needed 
 "
I need a requirement for Develop feature in system to logout user for protecting user session from unauthorized use.,MLSR049_176,"MLSR049_176: logout users after a period of time
MLSR049_337: provide logout for user-initiated communication sessions
MLSR049_338: display explicit logout message after termination of user session
MLSR076_106: logout user after defined period of inactivity
MLSR302_272: ensure secrets used for session binding are erased or invalidated by session subject when subscriber logs out
MLSR302_273: ensure secrets used for session binding are erased on subscriber endpoint when user logs out or when secret has expired
MLSR049_1899: invalidate session identifiers upon user logout
MLSR203_83: ensure automatic logoff is implemented in case user forgot to logout
MLSR074_505: log-off from applications or network services when no longer needed 
 "
What are the requirements for Develop feature in system to display messages to user before and after login?,MLSR049_324,"MLSR049_315: retain notification message or banner on screen until users acknowledge usage conditions
MLSR049_324: notify user defined information including date and time of last logon, upon successful logon 
MLSR049_322: notify number of successful and unsuccessful logon attempts
MLSR074_320: display date and time of previous successful log-on details, upon any unsuccessful log-on attempts
MLSR074_314: display general notice warning that computer should only be accessed by authorized users as part of logon
MLSR203_76: issue warning message when brute force attack occurs in login
MLSR092_121: show login details to authenticated user on successful login"
Show me requirements that comply with Develop feature in system to display messages to user before and after login.,MLSR049_324,"MLSR049_315: retain notification message or banner on screen until users acknowledge usage conditions
MLSR049_324: notify user defined information including date and time of last logon, upon successful logon 
MLSR049_322: notify number of successful and unsuccessful logon attempts
MLSR074_320: display date and time of previous successful log-on details, upon any unsuccessful log-on attempts
MLSR074_314: display general notice warning that computer should only be accessed by authorized users as part of logon
MLSR203_76: issue warning message when brute force attack occurs in login
MLSR092_121: show login details to authenticated user on successful login"
Give me requirements related to Develop feature in system to display messages to user before and after login.,MLSR049_324,"MLSR049_315: retain notification message or banner on screen until users acknowledge usage conditions
MLSR049_324: notify user defined information including date and time of last logon, upon successful logon 
MLSR049_322: notify number of successful and unsuccessful logon attempts
MLSR074_320: display date and time of previous successful log-on details, upon any unsuccessful log-on attempts
MLSR074_314: display general notice warning that computer should only be accessed by authorized users as part of logon
MLSR203_76: issue warning message when brute force attack occurs in login
MLSR092_121: show login details to authenticated user on successful login"
Show me security requirements for Develop feature in mobile device to display privacy notices to users.,MLSR305_163,MLSR305_163: ensure notifications are provided to users about implications to privacy by use of organizational resources for enrolled devices
I need a requirement for secure Develop feature in mobile device to display privacy notices to users.,MLSR305_163,MLSR305_163: ensure notifications are provided to users about implications to privacy by use of organizational resources for enrolled devices
Give me requirements related to Develop feature in mobile device to display privacy notices to users.,MLSR305_163,MLSR305_163: ensure notifications are provided to users about implications to privacy by use of organizational resources for enrolled devices
Do we have security requirements for Develop feature in system to display privacy notices to users in place?,MLSR049_314,"MLSR049_314: display privacy and security notices to users before granting access to system
MLSR055_303: display short notices that provide clear, concise one-page summaries of company’s essential online policies
MLSR050_62: provide privacy and security notices consistent with applicable CUI rules"
I need a requirement for Develop feature in system to display privacy notices to users.,MLSR049_314,"MLSR049_314: display privacy and security notices to users before granting access to system
MLSR055_303: display short notices that provide clear, concise one-page summaries of company’s essential online policies
MLSR050_62: provide privacy and security notices consistent with applicable CUI rules"
Do we have security requirements for Develop feature in system to display privacy notices to users in place?,MLSR049_314,"MLSR049_314: display privacy and security notices to users before granting access to system
MLSR055_303: display short notices that provide clear, concise one-page summaries of company’s essential online policies
MLSR050_62: provide privacy and security notices consistent with applicable CUI rules"
